id,Action
468,0.916866303
469,0.98629272
470,0.983045697
471,0.971639991
472,0.933313429
473,1
474,0.977087379
475,0.980059862
476,1
477,1
478,1
479,1
480,1
481,1
482,0.981015325
483,1
484,0.989033461
485,0.987475216
486,0.940026641
487,0.952915669
488,0.985384285
489,1
490,1
491,0.979600012
492,1
493,0.725439847
494,1
495,1
496,1
497,1
498,1
499,1
500,0.984180808
501,0.983755231
502,0.625351727
503,0.958732128
504,0.982016623
505,0.986596406
506,1
507,0.988292873
508,1
509,1
510,0.17530933
511,0.973206043
512,1
513,0.961996138
514,0.783545911
515,0.981143236
516,1
517,1
518,0.983793795
519,1
520,0.835296571
521,1
522,0.906537712
523,1
524,0.330326438
525,0.929934263
526,0.542396545
527,0.962230921
528,0.9835127
529,1
530,1
531,0.94290477
532,0.988039076
533,1
534,1
535,0.989441037
536,1
537,1
538,0.971023738
539,0.985286236
540,0.981182039
541,1
542,0.974579155
543,0.698937714
544,0.91550827
545,0.98514396
546,0.979444504
547,0.628395438
548,0.915741503
549,0.956530929
550,0.968726397
551,1
552,0.926685572
553,0.96797806
554,0.939620733
555,0.98468852
556,0.964352787
557,1
558,0.944016933
559,0.952689469
560,1
561,1
562,0.962287545
563,0.9884184
564,0.974460602
565,1
566,0.928350747
567,0.97941941
568,0.970227599
569,1
570,1
571,0.733039081
572,1
573,0.910559714
574,0.85867703
575,1
576,1
577,0.983750641
578,1
579,0.905040324
580,0.926834524
581,1
582,0.97525996
583,1
584,0.945768178
585,1
586,1
587,0.987681925
588,0.978646696
589,1
590,0.948623896
591,0.973359525
592,0.987958074
593,0.878062785
594,1
595,1
596,1
597,1
598,0.971214056
599,0.88255012
600,0.98767972
601,1
602,0.971639276
603,1
604,0.981345356
605,1
606,1
607,1
608,0.961282194
609,0.988916993
610,0.907837451
611,1
612,1
613,0.970957875
614,0.67781812
615,1
616,0.569234371
617,0.989851892
618,0.972610474
619,1
620,0.984533131
621,1
622,0.965266287
623,0.932962775
624,0.904529095
625,0.982088029
626,1
627,0.98119992
628,0.954141498
629,1
630,0.988178194
631,0.989761174
632,0.958982885
633,1
634,1
635,0.974894881
636,1
637,1
638,0.976870775
639,0.960470021
640,0.988883734
641,0.968879581
642,0.964376509
643,1
644,1
645,1
646,0.872520566
647,0.952015221
648,0.886174083
649,1
650,0.96704936
651,1
652,1
653,0.751130819
654,0.984051824
655,0.835330188
656,1
657,0.983709574
658,1
659,1
660,1
661,1
662,0.9771927
663,1
664,0.971098959
665,0.958387852
666,0.692280531
667,0.925350666
668,0.981751382
669,0.928830564
670,0.878944337
671,0.9157269
672,0.9835639
673,0.529573917
674,0.952490568
675,0.978500664
676,1
677,0.86193043
678,0.982600987
679,1
680,1
681,0.800855875
682,0.836539149
683,1
684,0.987086117
685,0.979100525
686,1
687,0.985127866
688,1
689,0.963882625
690,1
691,1
692,1
693,0.742720664
694,1
695,0.988822103
696,0.813800633
697,1
698,0.97850287
699,1
700,0.987773359
701,0.981674194
702,0.989197075
703,0.985503733
704,0.95765537
705,0.961106956
706,0.92407769
707,0.972185314
708,1
709,0.976744473
710,0.982877612
711,0.984409034
712,0.986393631
713,1
714,1
715,1
716,0.923348486
717,1
718,1
719,0.981077015
720,0.982020795
721,0.94181174
722,0.980719388
723,0.967690945
724,0.962522626
725,1
726,0.940501154
727,0.974425972
728,1
729,0.926589847
730,0.984762192
731,0.970124245
732,1
733,1
734,1
735,0.958819449
736,0.686396956
737,0.970944822
738,1
739,0.987737536
740,0.983251274
741,0.989674866
742,0.948911905
743,1
744,1
745,0.982613623
746,0.984523833
747,1
748,0.963882625
749,0.983155727
750,1
751,0.956513286
752,1
753,0.988321722
754,1
755,0.984144986
756,0.804529071
757,1
758,1
759,0.977062225
760,0.977163911
761,0.970280528
762,0.954033971
763,0.913777411
764,0.965985537
765,0.982901812
766,0.984199047
767,0.940855265
768,1
769,1
770,0.930040062
771,1
772,0.943121791
773,1
774,0.958162487
775,1
776,0.763280094
777,0.989470244
778,0.981213272
779,1
780,0.904169142
781,0.862168074
782,1
783,1
784,0.96881032
785,0.800157666
786,0.977587283
787,0.986437261
788,0.927716851
789,1
790,0.904368341
791,0.954890192
792,1
793,0.94205153
794,0.982225657
795,0.989493012
796,0.917614043
797,1
798,1
799,0.929884076
800,1
801,1
802,1
803,0.944105089
804,1
805,1
806,1
807,0.818780839
808,0.945554853
809,1
810,1
811,0.974677086
812,0.698057592
813,0.983833969
814,0.922714829
815,0.662322998
816,1
817,1
818,0.980726838
819,0.96258527
820,0.975981295
821,0.952430069
822,1
823,1
824,0.98976177
825,0.981888712
826,0.919103086
827,1
828,0.985944629
829,0.968624413
830,1
831,0.853052616
832,1
833,1
834,1
835,1
836,1
837,0.97017169
838,1
839,0.913088501
840,0.974631548
841,0.977467239
842,1
843,0.988119602
844,1
845,0.978725135
846,0.980991244
847,0.988030851
848,1
849,0.975953102
850,0.605491698
851,1
852,0.983672679
853,1
854,0.484325111
855,1
856,0.978812039
857,0.959889412
858,1
859,1
860,0.978873909
861,0.980667114
862,0.97511667
863,0.984401643
864,0.984509051
865,0.86579591
866,0.974412918
867,0.983086228
868,1
869,1
870,0.981845856
871,0.987593353
872,0.894369602
873,1
874,0.936342299
875,1
876,1
877,1
878,0.988731682
879,1
880,0.943996012
881,0.96682322
882,1
883,0.988353729
884,0.9510144
885,0.930693448
886,0.987915039
887,0.904263735
888,1
889,0.956119895
890,1
891,1
892,0.947508276
893,0.932015479
894,1
895,0.988763928
896,0.962391853
897,0.859979749
898,1
899,0.944859505
900,1
901,1
902,1
903,0.969934225
904,1
905,1
906,0.989485979
907,1
908,1
909,0.852659226
910,0.953574777
911,0.978312373
912,1
913,1
914,1
915,1
916,0.9770329
917,0.985112727
918,1
919,1
920,0.98828399199999994
921,1
922,1
923,0.843908548
924,0.962351501
925,0.775627196
926,1
927,1
928,1
929,1
930,1
931,1
932,0.963070512
933,0.939893186
934,0.957756519
935,0.975130737
936,0.961175799
937,0.98053062
938,0.986794174
939,0.962893069
940,0.988775015
941,1
942,0.98759532
943,0.731182337
944,1
945,0.976667285
946,0.974046469
947,1
948,0.970582187
949,0.985674202
950,1
951,0.985639691
952,0.634111524
953,0.980518103
954,0.975774765
955,0.988996983
956,0.59587878
957,1
958,0.950246096
959,0.501351357
960,0.941191971
961,0.977925301
962,1
963,0.975096762
964,0.926685751
965,0.980897248
966,0.944875538
967,0.957947671
968,0.959001005
969,0.95417279
970,0.98358649
971,0.978332341
972,1
973,0.987871409
974,0.989357054
975,0.982667863
976,0.92436105
977,0.989941955
978,0.951562643
979,0.914644897
980,0.613020778
981,1
982,0.980906248
983,1
984,0.580558896
985,0.983409047
986,0.920803964
987,1
988,1
989,1
990,0.863650084
991,0.488864511
992,0.972912788
993,1
994,1
995,0.958963811
996,0.985024095
997,0.443942845
998,0.956259549
999,0.953122139
1000,0.983093739
1001,0.981905222
1002,0.973314226
1003,0.983152807
1004,1
1005,1
1006,0.955403626
1007,1
1008,1
1009,1
1010,0.980483055
1011,1
1012,0.98497808
1013,1
1014,0.962017715
1015,0.980036557
1016,1
1017,0.489648432
1018,0.987383425
1019,0.973260462
1020,1
1021,1
1022,0.985590041
1023,0.976884663
1024,1
1025,0.935317814
1026,0.864701212
1027,1
1028,1
1029,1
1030,0.956985354
1031,0.9600119
1032,1
1033,1
1034,0.979397118
1035,1
1036,1
1037,1
1038,0.989223123
1039,0.981329978
1040,0.988974094
1041,0.981741488
1042,0.981072545
1043,0.226942256
1044,0.918600142
1045,0.912936449
1046,0.972655952
1047,0.959266901
1048,0.943724334
1049,0.408067197
1050,1
1051,1
1052,1
1053,1
1054,0.934491515
1055,0.970798314
1056,0.957195222
1057,0.949149609
1058,1
1059,1
1060,0.98369664
1061,0.975072146
1062,0.96860683
1063,1
1064,0.981115222
1065,1
1066,1
1067,0.987843752
1068,0.971271098
1069,0.969594419
1070,1
1071,0.693502545
1072,0.98276031
1073,0.806477726
1074,1
1075,1
1076,1
1077,0.954787016
1078,1
1079,1
1080,0.983377934
1081,1
1082,1
1083,1
1084,0.988581479
1085,0.960083842
1086,1
1087,0.96479547
1088,0.96407795
1089,0.987791836
1090,1
1091,0.931170404
1092,1
1093,0.985469163
1094,1
1095,1
1096,0.982392788
1097,1
1098,1
1099,1
1100,0.986348033
1101,0.95522356
1102,0.949419558
1103,0.972825944
1104,0.932204664
1105,1
1106,1
1107,0.980260432
1108,1
1109,1
1110,0.966197312
1111,1
1112,0.983495295
1113,1
1114,0.943332017
1115,0.929304719
1116,1
1117,0.94587332
1118,0.96906352
1119,0.968168736
1120,0.973774791
1121,0.977499783
1122,0.656639218
1123,0.910655737
1124,0.962708652
1125,1
1126,0.984170437
1127,1
1128,1
1129,1
1130,1
1131,0.974476695
1132,0.948835492
1133,1
1134,1
1135,0.873127937
1136,0.964939833
1137,0.97839582
1138,1
1139,0.988919079
1140,0.95242554
1141,0.942278206
1142,1
1143,0.952095926
1144,0.979916334
1145,1
1146,1
1147,0.987804532
1148,0.940870106
1149,0.976703107
1150,1
1151,1
1152,1
1153,0.972555935
1154,0.76955682
1155,1
1156,1
1157,0.982740402
1158,0.946612477
1159,1
1160,0.887097061
1161,1
1162,0.987582445
1163,0.988717675
1164,1
1165,1
1166,0.983752132
1167,1
1168,0.984292388
1169,0.989653528
1170,0.980041325
1171,1
1172,0.985568345
1173,0.962552011
1174,0.977519035
1175,1
1176,1
1177,1
1178,0.983858764
1179,1
1180,0.545978069
1181,0.784150958
1182,0.974611938
1183,0.986122549
1184,1
1185,1
1186,0.977186441
1187,0.986723959
1188,0.478485018
1189,1
1190,1
1191,0.978965342
1192,0.981941104
1193,1
1194,0.973097444
1195,0.970710695
1196,0.965823829
1197,0.988505304
1198,1
1199,1
1200,1
1201,0.985782862
1202,0.989142716
1203,1
1204,1
1205,1
1206,0.986980498
1207,0.598262727
1208,1
1209,0.849833965
1210,0.89812398
1211,1
1212,1
1213,1
1214,0.976438642
1215,1
1216,0.92011112
1217,0.969179571
1218,0.960992158
1219,0.911406994
1220,0.934841454
1221,0.984659672
1222,0.979934514
1223,1
1224,0.881842017
1225,1
1226,1
1227,0.979438782
1228,0.989759684
1229,0.970307171
1230,1
1231,0.981256187
1232,1
1233,1
1234,0.975108087
1235,0.988542557
1236,0.983107209
1237,0.977255285
1238,0.975658476
1239,1
1240,0.926063895
1241,0.949360371
1242,0.974928439
1243,0.987969995
1244,1
1245,0.9891451
1246,0.972550392
1247,0.944125712
1248,1
1249,0.95996958
1250,1
1251,0.940530539
1252,0.904785097
1253,1
1254,0.970578373
1255,1
1256,1
1257,0.982711375
1258,0.985177934
1259,0.983698368
1260,1
1261,0.983261645
1262,0.973711133
1263,0.98131001
1264,0.981820405
1265,0.977625191
1266,0.968708396
1267,1
1268,0.984396339
1269,1
1270,0.987969875
1271,0.982153118
1272,1
1273,1
1274,0.936838985
1275,1
1276,0.984931111
1277,0.984385908
1278,0.970518768
1279,1
1280,0.977534175
1281,1
1282,1
1283,0.97593528
1284,0.966970921
1285,0.980413139
1286,0.986838877
1287,0.810018957
1288,0.971554101
1289,0.980313838
1290,0.980526507
1291,0.985177398
1292,0.973817289
1293,0.983775914
1294,0.979193986
1295,0.983670235
1296,0.95745796
1297,1
1298,1
1299,0.957048535
1300,0.921853602
1301,1
1302,0.951982498
1303,0.989907503
1304,0.961177647
1305,0.95746243
1306,1
1307,1
1308,0.981235623
1309,1
1310,0.987348795
1311,1
1312,1
1313,0.851466596
1314,1
1315,0.962105453
1316,1
1317,0.932250261
1318,1
1319,1
1320,0.576167345
1321,0.91219914
1322,1
1323,1
1324,1
1325,0.967975676
1326,0.965251625
1327,0.903520942
1328,0.987525582
1329,0.985179782
1330,0.937558293
1331,0.987014294
1332,0.974642992
1333,0.936998248
1334,0.970920205
1335,0.919909835
1336,0.988538921
1337,0.982278585
1338,1
1339,0.966996193
1340,0.984630048
1341,0.981398761
1342,0.988901973
1343,1
1344,0.976685226
1345,1
1346,0.974197507
1347,0.987210035
1348,0.961714566
1349,1
1350,1
1351,0.907166243
1352,0.984379351
1353,0.979788721
1354,0.986612082
1355,1
1356,0.989373505
1357,0.908437789
1358,0.869507909
1359,0.215753272
1360,0.877094388
1361,0.951224506
1362,0.970860422
1363,1
1364,0.967882454
1365,0.989102602
1366,1
1367,1
1368,0.986019731
1369,1
1370,0.944260895
1371,1
1372,0.808192492
1373,0.803154886
1374,0.988899708
1375,1
1376,0.983877659
1377,0.972864211
1378,1
1379,0.970837653
1380,0.959067345
1381,1
1382,0.92515868
1383,1
1384,1
1385,0.9473207
1386,0.980299115
1387,0.968660295
1388,0.945545495
1389,1
1390,1
1391,0.578025639
1392,1
1393,0.971715927
1394,1
1395,0.636912942
1396,0.978485823
1397,0.973012149
1398,1
1399,0.950236738
1400,0.95420599
1401,1
1402,0.986276865
1403,0.937922299
1404,0.97809428
1405,0.987338901
1406,0.984220743
1407,0.978160977
1408,1
1409,0.798144102
1410,0.981912971
1411,0.966012597
1412,0.98431927
1413,0.457306653
1414,0.828799903
1415,1
1416,0.973705471
1417,0.952710688
1418,0.98707306399999994
1419,0.987139165
1420,1
1421,1
1422,1
1423,0.947771192
1424,1
1425,1
1426,0.983069658
1427,0.989894807
1428,0.962145507
1429,0.333073318
1430,0.989415407
1431,1
1432,1
1433,0.193379089
1434,0.719575703
1435,0.987642288
1436,1
1437,0.971468687
1438,1
1439,0.977510631
1440,1
1441,0.90631336
1442,1
1443,0.969140053
1444,1
1445,0.989569783
1446,1
1447,0.988165975
1448,0.974991202
1449,1
1450,1
1451,0.956994712
1452,1
1453,1
1454,0.952781022
1455,0.987062752
1456,0.896160424
1457,0.975721419
1458,1
1459,0.971630752
1460,1
1461,1
1462,0.430138886
1463,0.969578922
1464,0.540475071
1465,0.98958838
1466,0.980403721
1467,0.946495831
1468,1
1469,0.98631835
1470,1
1471,0.983810186
1472,0.945101142
1473,0.967746854
1474,1
1475,1
1476,1
1477,0.938939214
1478,1
1479,0.981434345
1480,0.971022725
1481,1
1482,0.841537654
1483,0.974048972
1484,0.965948939
1485,0.976952672
1486,1
1487,0.978808284
1488,0.951780498
1489,1
1490,0.916113317
1491,1
1492,1
1493,0.952772141
1494,0.938368201
1495,0.974429667
1496,0.986833155
1497,1
1498,0.989512742
1499,0.977086842
1500,0.985708952
1501,1
1502,0.928482771
1503,1
1504,0.980888665
1505,1
1506,0.917429447
1507,0.982339561
1508,0.9562518
1509,0.985623598
1510,0.988892973
1511,0.98740780399999994
1512,1
1513,1
1514,0.984479725
1515,0.964508355
1516,0.89707762
1517,0.604035854
1518,1
1519,1
1520,1
1521,0.982812226
1522,0.876358807
1523,0.986088991
1524,0.928709269
1525,1
1526,0.987183571
1527,1
1528,0.972285807
1529,0.954654992
1530,0.989288449
1531,0.965672076
1532,0.981591463
1533,0.987104535
1534,1
1535,1
1536,0.989062965
1537,1
1538,1
1539,1
1540,1
1541,1
1542,0.983081043
1543,0.817206562
1544,0.97991395
1545,1
1546,0.98657763
1547,0.987880409
1548,1
1549,1
1550,1
1551,0.952129364
1552,1
1553,1
1554,1
1555,0.976388097
1556,0.988794923
1557,0.934947431
1558,1
1559,1
1560,0.979369462
1561,0.982245088
1562,0.937484145
1563,0.484446734
1564,0.961789191
1565,0.981822014
1566,1
1567,1
1568,0.982174635
1569,0.896983922
1570,1
1571,0.927907109
1572,1
1573,0.667517662
1574,0.989363492
1575,0.985634029
1576,0.988201141
1577,1
1578,0.932908416
1579,1
1580,0.656747878
1581,1
1582,1
1583,0.984147191
1584,0.987598836
1585,0.987412095
1586,0.973940194
1587,0.959470451
1588,1
1589,0.9872486
1590,1
1591,0.984256327
1592,1
1593,0.960663736
1594,0.968009532
1595,0.244541824
1596,0.98906225
1597,0.967431247
1598,0.980926752
1599,0.240399361
1600,0.978865385
1601,0.985002816
1602,0.987177014
1603,0.953867137
1604,0.980754972
1605,1
1606,1
1607,0.984422445
1608,0.747683048
1609,0.912049115
1610,0.855039179
1611,1
1612,0.987683833
1613,1
1614,0.956227183
1615,1
1616,0.959759176
1617,0.630897284
1618,0.984180808
1619,1
1620,0.988286316
1621,0.963231206
1622,0.879343867
1623,0.950442374
1624,0.988196194
1625,1
1626,1
1627,0.375855595
1628,0.958840966
1629,0.975417495
1630,0.984888911
1631,1
1632,0.972012758
1633,0.966885865
1634,1
1635,0.987727642
1636,1
1637,1
1638,0.987178564
1639,0.978780389
1640,1
1641,1
1642,0.985189617
1643,1
1644,1
1645,0.89571619
1646,1
1647,0.954419613
1648,1
1649,0.930602491
1650,1
1651,1
1652,1
1653,1
1654,1
1655,1
1656,0.967076361
1657,0.94391793
1658,1
1659,0.881537974
1660,1
1661,1
1662,1
1663,1
1664,1
1665,0.985095799
1666,1
1667,0.904414296
1668,1
1669,0.987112939
1670,1
1671,0.836714387
1672,0.984076798
1673,0.943571806
1674,1
1675,0.173420772
1676,0.373510987
1677,0.969836772
1678,1
1679,0.980053484
1680,1
1681,0.951974154
1682,0.988466263
1683,1
1684,0.703241527
1685,0.978919864
1686,1
1687,0.984735251
1688,1
1689,0.984047234
1690,1
1691,1
1692,1
1693,0.976971984
1694,0.956734955
1695,1
1696,1
1697,0.989014328
1698,0.971060038
1699,0.970642865
1700,1
1701,0.928190291
1702,1
1703,0.967625082
1704,1
1705,0.970542014
1706,1
1707,1
1708,0.986398816
1709,1
1710,1
1711,0.966702581
1712,1
1713,0.465640932
1714,0.985030234
1715,1
1716,1
1717,0.92189759
1718,0
1719,0.976873934
1720,0.978155971
1721,1
1722,0.970702171
1723,1
1724,1
1725,0.966398537
1726,0.986915171
1727,1
1728,1
1729,0.976419926
1730,0.989058435
1731,0.977384508
1732,1
1733,1
1734,1
1735,1
1736,0.987272799
1737,0.972055435
1738,0.988292992
1739,0.98620379
1740,1
1741,0.987226903
1742,0.986559033
1743,0.97650528
1744,0.945634663
1745,1
1746,1
1747,0.984954953
1748,0.959070861
1749,1
1750,0.97230196
1751,0.949091077
1752,0.96927166
1753,1
1754,1
1755,0.904342711
1756,0.977038026
1757,0.989339411
1758,1
1759,1
1760,0.977094472
1761,0.866302848
1762,0.900792837
1763,1
1764,0.987108946
1765,0.96002847
1766,0.972946763
1767,1
1768,0.164008573
1769,0.979225218
1770,0.966331542
1771,0.98669076
1772,0.989710748
1773,0.972068071
1774,0.989776611
1775,0.989226818
1776,0.947449267
1777,0.972877026
1778,0.899588227
1779,1
1780,0.926920176
1781,0.961493611
1782,0.945542455
1783,1
1784,0.973276079
1785,1
1786,0.979039371
1787,0.902757347
1788,0.967446983
1789,0.974828303
1790,1
1791,0.72317189
1792,0.987899602
1793,1
1794,0.787591636
1795,0.954321504
1796,0.872002006
1797,0.930344582
1798,0.989606917
1799,1
1800,1
1801,0.946047068
1802,1
1803,0.966541827
1804,1
1805,0.820470452
1806,0.941271544
1807,1
1808,1
1809,1
1810,1
1811,0.981230259
1812,1
1813,0.796679795
1814,0.916730762
1815,0.862605572
1816,0.982868969
1817,1
1818,0.987542331
1819,0.937694848
1820,1
1821,1
1822,1
1823,0.982735753
1824,0.79022032
1825,1
1826,0.925360978
1827,1
1828,0.986940801
1829,1
1830,0.9242872
1831,0.981976628
1832,1
1833,1
1834,0.987185419
1835,0.967624426
1836,1
1837,1
1838,0.967524886
1839,0.987568677
1840,0.982929587
1841,0.97927928
1842,0.984799504
1843,1
1844,0.969302535
1845,1
1846,0.976594746
1847,0.979370475
1848,0.980215967
1849,0.98122704
1850,0.984470248
1851,1
1852,1
1853,0.692131937
1854,0.962265909
1855,0.984128714
1856,1
1857,1
1858,0.42565009
1859,1
1860,0.960091233
1861,0.94829154
1862,1
1863,0.958816528
1864,0.970792353
1865,0.968968034
1866,0.988842487
1867,0.984845161
1868,1
1869,0.950423181
1870,0.953662396
1871,0.988360524
1872,0.983752489
1873,0.799249589
1874,0.980453372
1875,0.869243801
1876,1
1877,1
1878,0.900624156
1879,0.985608876
1880,1
1881,0.987621605
1882,1
1883,0.968427062
1884,0.409261078
1885,0.955060661
1886,0.949997485
1887,0.955099881
1888,0.988475323
1889,1
1890,1
1891,0.976334333
1892,1
1893,0.984794915
1894,1
1895,0.989627004
1896,1
1897,1
1898,0.96788621
1899,0.806209147
1900,0.969470382
1901,0.654204309
1902,0.985823751
1903,1
1904,1
1905,1
1906,1
1907,1
1908,0.858561516
1909,0.977615416
1910,0.980428278
1911,1
1912,1
1913,0.933727622
1914,1
1915,0.978556395
1916,0.967844904
1917,0.980452418
1918,1
1919,0.872934878
1920,0.823415101
1921,0.949006558
1922,1
1923,1
1924,0.926681757
1925,1
1926,0.931694865
1927,1
1928,1
1929,1
1930,0.971783698
1931,0.955127418
1932,0.804353237
1933,0.978869259
1934,0.985732913
1935,1
1936,0.917527616
1937,1
1938,1
1939,0.978496313
1940,1
1941,0.988996625
1942,1
1943,0.927798152
1944,0.975815058
1945,0.947555244
1946,1
1947,0.976819098
1948,0.966842651
1949,1
1950,0.977314949
1951,1
1952,0.986242175
1953,1
1954,0.984389961
1955,0.989954591
1956,0.977980375
1957,0.605015159
1958,1
1959,0.969342768
1960,1
1961,0.986951232
1962,0.985601604
1963,0.964828074
1964,1
1965,1
1966,0.970274925
1967,1
1968,0.274528891
1969,0.938630045
1970,1
1971,0.329583705
1972,1
1973,0.972693026
1974,1
1975,0.930395663
1976,0.964683414
1977,0.954182088
1978,0.972091496
1979,0.959503591
1980,1
1981,1
1982,1
1983,0.914781451
1984,1
1985,0.96359688
1986,0.989280641
1987,0.868906617
1988,1
1989,0.982222796
1990,1
1991,0.943234623
1992,1
1993,1
1994,0.946216106
1995,0.970529974
1996,0.979275703
1997,1
1998,0.975953698
1999,0.978196561
2000,0.971072614
2001,0.905400574
2002,0.979250252
2003,1
2004,1
2005,0.968472004
